round,numSession,groupInRound,CV,bid1,signal1,bid2,signal2,bid3,signal3,bid4,signal4,OtherHBid,StratWin,subject,treatment,male,age,major,CRT1,CRT2,CRT3,N_s,advice,alpha,belief_other,beta,bid_pref,choice_pref,dRedChosen,dTie,dWin,displayLotto,endowment,epsilon,explain1,explain2,explain3,explain4,groupRandomN,guess,lotteryid,pLotto,partFee,paymentRound,playerInGroup,q1abid65,q1bbid70,q1cbid75,q1dbid80,q1ebid85,randomPrice,sesIDNum,ticket,vLotto,winBid,lowbound,upbound,rrange,fix,euv,smeuv,rec_round,lottoRound,rec_lottoRound,expV,NEcomp,nbid,BEbid,NEbid,BEBF,NEBF,BF,thBF,loss,fixHigh,DeuvH,correctAns,maxbid,lottery,Highprob,Highval,rec_lround,fixsmeuv,Lpayoff,bidofix,lnbidofix,CVsmeuv,CVeuv,CVepsilon,CVfixHigh,CVHighprob,CVHighval,CVHHprobval,lnbid,lnNEbid,lnBEbid,lnnbid,lnfix,lnsignal,lneuv,HHprobval,epsHigh,bidofix100,NEbidofix100,BEbidofix100,CVlnfix,CVlnsignal,nmexpV,NEmnbid,nmexpV2,CVexpV,CVnmexpV,CVnmexpV2,CVepsHigh,CVNEmnbid,countWin,L1loss,L1Lpayoff,L1payoff,payoff,payoff1groupid_in_subsession,payoff1playerid_in_group,payoff1playerphase_one_payoff,payoff1playerphase_two_payoff,payoff1playertotal_payoff_dol,payoff1subsessionround_number,payoffFinal,payoffLotteryType,payoffPartFee,payoffPhaseTwoReal,payoffPlayLotto,payoffPlayerPayoff,payoffRandomChipId,payoffRandomCutoff,payoffRedChips,payoffRound,payoffTaskNum,payoffTotalChips,taskChoice,taskCutoff,taskDieSide,maxV,domnBid,domnBid2,overbid,dmaxVsig,bidofixoeuv,smeuvoeuv,epsilonoeuv,testCV,testCP,Utype,CEnorm,averse,consistency,CEnorm1,CEnorm2,CEnorm3,CEnorm2c,CEnorm3c,RP,CRP,AP,aver1,aver2,aver3,bidhatCV,bidhatCP,sumNGroup,Grrange,GdomnBid,upticket,StratProfit
38,5,1,1,79,83,79,83,87,84,60,86,87,88,74,cv,1,21,Computer Science,5,100,7,4,4,30,"They always considered the probability of the won bid values being realized at the end. If the probability is high, big higher and if it is low bid lower than your signal.",90,1,1,0,0,0,4,12,4,"Given that there is a high probability of getting the reward for the bet if the bid was won at 75%, it is better to bid high just enough to get around 4 credits of profit as others will also be bidding high.",The probability that you get the reward if the bid was won is very low at 25% so it is not profitable to bid high or even close to the signal range values.,Hihger expected reward in this case.,Less uncertainty concerning how much the bid value should be.,95,27,3,40,10,,4,65,70,75,80,85,,3,0,87,87,34,86,1,40,60,26,.02631579,8,.125,24,8.1745426e-12,34.400002,33.439999,32.799999,26.560001,27.200001,25.599998,1.6000023,0,0,1,1,,0,0,1,.125,0,0,1.5,.4054651,26,60,4,0,0,1,,4.0943446,3.4904284,3.5097528,3.5380566,3.6888795,4.4543471,4.0943446,0,0,150,82,83.599998,3.6888795,4.4543471,10.400002,-1.6000023,108.16003,24,10.400002,108.16003,0,-1.6000023,13,0,0,0,0,1,3,0,64,24.666666,1,15,3,25,0,0,0,30,64,23,49,6,30,,,,90,0,0,-30,4,.025,.43333334,.06666667,58.489651,32.534855,,,,,.88166666,.021666676,.019999981,,,.11833334,.021666676,.019999981,1,1,1,58.489651,32.534855,4,1,1,.83599997,32.439999
38,5,4,1,20,40,30,40,38,40,34,42,38,39,88,cv,1,22,Integrated Digital Media,5,5,47,4,20,30,I feel that some people might have bid over the minimum Selected value range. That could cause people to have zero or negative payouts even if the outcome was non-zero.,90,1,1,1,0,0,4,12,4,The probability of a non-zero outcome is good and I want to be one of the highest bidder while still having a non-zero payoff.,"There is a high probability of a zero outcome, so the person should not bid too much because the payoff could be negative if the outcome is zero and that person is the highest bidder.",The 75 probability is confirm which is higher that the lower probability of the lottery B also the payoff amount can be way higher in lottery A,Confirm probability and higher outcomes.,9,24,3,40,10,,3,60,65,70,74,78,,17,40,40,38,34,86,1,40,60,-18,.02631579,8,.125,24,.029305022,16.799999,15.84,15.211722,18.16,18.788277,17.200001,1.5882769,0,0,1,3,,0,0,1,.125,0,0,.85000002,-.1625189,-18,60,4,0,0,1,,3.5263605,2.7220664,2.7625384,2.8213789,3.6888795,3.7376697,4.0943446,0,0,85,38.029305,39.599998,3.6888795,3.7376697,-7.2000008,-1.5882769,51.840012,24,-7.2000008,51.840012,0,-1.5882769,12,0,0,0,0,1,17,0,150,28.25,1,18,3,28,150,1,0,23,56,23,32,6,30,,,,90,0,0,-56,48,.014166667,-.30000001,.06666667,29.657434,12.444711,,,,,1.1,0,.10000002,,,-.10000002,0,.10000002,-1,1,1,29.657434,12.444711,4,1,1,.396,14.84
38,5,5,1,25,61,15,63,25,67,60,68,25,26,79,cv,1,22,Computer Science,5,5,36,4,10,30,Same as me. I noticed a lot of rounds where people bid well below the range of that round and made handsome profits.,90,-1,-1,1,0,1,4,12,4,"Since it is highly likely that the lottery will reward me with something, I try to maximize my winnings by spending as little as possible on buying the ticket so that my profit is maximized.","I would play it safe as it is less likely that this ticket would yield rewards. And in the off chance, I win the auction, I would be minimizing my loss.","Higher reward and playing with the same strategy as suggested, would help win greater profits.",Same as above.,42,10,3,40,10,,2,61,66,71,76,81,,8,0,65,60,34,86,1,40,60,8,.02631579,8,.125,24,6.6239004e-08,27.200001,26.24,25.6,33.760002,34.400002,32.799999,1.6000004,1,0,1,2,,0,0,1,.125,0,-60,1.5,.4054651,8,60,4,0,0,1,,4.0943446,3.2425923,3.2672849,3.3032169,3.6888795,4.2195077,4.0943446,0,0,150,64,65.599998,3.6888795,4.2195077,3.2000008,-1.6000004,10.240005,24,3.2000008,10.240005,0,-1.6000004,20,0,0,7,-60,1,8,7,150,29.125,1,19,1,29,150,1,0,10,74,15,37,4,30,,,,90,0,0,-30,22,.025,.13333334,.06666667,47.943321,23.944914,,,,,1.2,0,0,,,-.20000005,0,0,-1,1,1,47.943321,23.944914,4,1,1,.65600002,25.24
39,1,2,1,58,61,0,64,1,65,12,65,58,59,9,cv,1,23,Architecture,10,5,24,4,2,30,dont know,90,-1,-1,1,0,0,4,12,4,rather not lose anything,no risk,na,na,96,27,1,60,10,,2,0,1,1,1,1,,9,0,65,58,34,86,1,60,60,5,.025641026,9,.11111111,36,2.9686262e-07,39,37.560001,36.599998,-36.560001,-35.599998,-38,2.4000015,0,1,1,1,,0,1,1,.11111111,5,0,.016666668,-4.0943446,5,60,4,1,1,1,,0,3.6000483,3.6259396,3.6635616,4.0943446,4.1743875,4.0943446,1,0,1.6666667,60.999996,62.600002,4.0943446,4.1743875,3,-2.4000015,9,36,3,9,0,-2.4000015,5,0,0,0,0,1,9,0,0,22,1,12,3,22,0,1,0,14,10,23,4,6,30,,,,90,0,0,-89,25,.00027777778,.083333336,.06666667,61.998573,33.422443,,,,,1.7733333,.18666667,-.030000031,,,-.77333331,.18666667,-.030000031,-1,1,1,61.998573,33.422443,4,1,1,.62600005,36.560001
43,3,2,1,80,76,48,79,82,83,66,84,82,83,37,cv,0,19,cinema studies,5,20,12,4,12,30,"Most people, at least at the beginning, seemed to bid on the higher side of the range in order to win the auction.",90,1,1,1,0,0,5,12,4,"There is a high probability that the value will be chosen rather than 0 so I want to win the auction. However, each value within the range has the same chance of being chosen so i chose the lowest value so if I win and the selected value is chosen I would not lose credits.","There is a very low chance that the selected value will be chosen so I most likely won't want to win. If I do win and the lottery result is zero i will only lose 12 credits, which is equal to 2 dollars.",There is an assured higher percentage of getting a pay off in lottery A.,There is an assured higher percentage of getting a pay off in lottery A.,54,12,3,40,10,,4,61,66,67,71,81,,9,0,80,82,34,86,1,40,60,24,.023255814,3,.33333334,24,2.2220710e-11,33.599998,32.639999,32,33.360001,34,32.400002,1.5999985,0,0,1,1,,0,0,1,.33333334,0,0,1.65,.50077528,24,60,4,0,0,1,,4.1896548,3.4657359,3.4855385,3.5145261,3.6888795,4.4308167,4.0943446,0,0,165,80,81.599998,3.6888795,4.4308167,9.5999985,-1.5999985,92.159973,24,9.5999985,92.159973,0,-1.5999985,4,0,0,0,0,1,9,0,77,25.208334,1,15,2,25,150,0,0,24,77,27,20,5,30,,,,90,0,0,-24,6,.0275,.40000001,.06666667,57.404144,31.555187,,,,,.98166668,.026666671,.12666667,,,.018333316,.026666671,.12666667,1,1,1,57.404144,31.555187,4,1,1,.81599998,31.639999
46,3,1,1,0,54,55,59,30,61,58,61,58,59,39,cv,0,28,inforjmation systems,5,5,24,4,10,30,they were bidding high to win the bid.,90,1,1,1,0,0,5,12,4,Bid should not exceed the minimum value possibility and should not be very low as well otherwise would not win the bid,possibility of outcome is very low so would avoid taking higher risk,more confident with lottery A,The probability is given before hand,76,10,3,40,10,,3,61,66,71,76,81,,11,0,58,58,34,86,1,40,60,1,.021739131,6,.16666667,24,2.1935346e-06,24.4,23.440001,22.800001,6.5599995,7.1999989,5.6000004,1.5999985,0,0,1,2,,0,0,1,.16666667,0,0,.75,-.28768209,1,60,4,0,0,1,,3.4011974,3.1267605,3.154444,3.1945832,3.6888795,4.1108737,4.0943446,0,0,75,57.000004,58.600002,3.6888795,4.1108737,.39999962,-1.5999985,.1599997,24,.39999962,.1599997,0,-1.5999985,7,0,0,0,0,1,11,0,15,22.625,1,13,1,23,0,0,0,15,15,15,54,4,30,,,,90,0,0,-60,29,.0125,.016666668,.06666667,43.369999,20.742352,,,,,.19333334,-.066666663,.030000001,,,.80666667,-.066666663,.030000001,1,1,1,43.369999,20.742352,4,1,1,.58600003,22.440001
49,3,5,1,0,53,26,54,0,57,54,58,26,27,49,cv,1,27,computer science,10,100,47,4,30,30,intuition,90,1,1,0,0,1,5,12,4,mean,mean,intuition,intuition,29,28,3,40,10,,3,65,70,67,80,85,,21,56,56,54,34,86,1,40,60,-2,.020408163,9,.11111111,24,9.8307401e-06,23.200001,22.24,21.600004,31.76,32.399994,30.799999,1.5999966,0,0,1,1,,0,0,1,.11111111,0,0,1.35,.30010462,-2,60,4,0,0,1,,3.9889841,3.0726936,3.1018925,3.1441524,3.6888795,4.0604429,4.0943446,0,0,135,54.000011,55.599998,3.6888795,4.0604429,-.79999924,-1.5999966,.63999879,24,-.79999924,.63999879,0,-1.5999966,16,0,0,0,2,1,21,0,136,27.666666,1,18,1,28,0,0,0,20,136,15,20,4,30,,,,90,0,0,-36,32,.022500001,-.033333335,.06666667,41.329102,19.393478,,,,,1.2333333,-.033333331,-.40333331,,,-.23333335,-.033333331,-.40333331,-1,1,1,41.329102,19.393478,4,1,1,.55599999,21.24
53,3,3,1,13,14,18,14,5,16,0,17,18,19,48,cv,0,19,math and econ,5,100,16,4,30,10,other people seemed to go for highest bids,70,1,1,1,0,0,6,12,4,"tried to stay in a safe ish range, bid nothing if i felt like it was unlikely",it depends on how risk loving he is,higher probability,same as above,88,27,2,40,10,,4,62,67,72,77,0,,20,0,18,18,14,66,1,40,40,-23,.018867925,3,.33333334,16,.35700825,6.8000002,5.8400002,5.3428035,-5.8400002,-5.3428035,-6.8000002,1.4571967,0,0,0,1,,0,0,0,.33333334,0,0,0,,-23,40,4,0,0,0,,-4.6051702,1.6757505,1.7647308,1.9169227,3.6888795,2.8332133,3.6888795,0,0,0,13.357009,14.6,3.6888795,2.8332133,-9.1999998,-1.4571967,84.639999,16,-9.1999998,84.639999,0,-1.4571967,11,0,0,0,0,1,20,0,142,27.916666,1,18,1,28,150,0,0,5,142,15,45,4,30,,,,70,0,0,-70,53,0,-.57499999,.1,15,3.6911604,,,,,1.1850001,.23333332,.13000005,,,-.18500006,.23333332,.13000005,-1,1,1,15,3.6911604,4,1,1,.146,4.8400002
54,3,6,1,32,36,0,40,0,42,48,44,32,33,44,cv,0,22,Performance Studies,10,20,24,4,26,10,No big bidding numbers,70,-1,-1,1,0,1,6,12,4,I don't want to lose any money in this round,Probability is too small,It's easier to follow,It's simpler,26,24,2,40,10,,3,61,66,71,76,81,,16,40,40,48,14,66,1,40,40,4,.018518519,4,.25,16,4.8944372e-07,17.6,16.639999,16,31.360001,32,30.4,1.6000004,1,0,0,0,,0,0,0,.25,0,-8,1.2,.18232159,4,40,4,0,0,0,,3.871201,2.7725887,2.8118093,2.8678989,3.6888795,3.7841897,3.6888795,0,0,120.00001,40,41.599998,3.6888795,3.7841897,1.6000004,-1.6000004,2.5600011,16,1.6000004,2.5600011,0,-1.6000004,30,0,0,0,-8,1,16,0,100,26.166666,1,16,1,26,100,1,0,4,37,10,2,1,20,,,,70,0,0,-22,26,.030000001,.1,.1,34.276157,15.380216,,,,,1.7666667,.82166672,.18666667,,,-.76666665,.82166672,.18666667,-1,1,1,34.276157,15.380216,4,1,1,.41599998,15.639999
59,3,6,1,45,46,31,47,8,47,55,51,45,46,32,cv,0,22,Film and TV,10,100,24,4,34,10,"for the most part people stayed within the range, but sometimes they went above what the range of the numbers were. I don't really understand that strategy.",70,1,0,1,0,1,6,12,4,"i wanted to get the highest bid in order to win the option, but  didn't want to overshoot it.","It's within the 10-40 range, but it's a close enough number to 40 that I think it would be more unlikely that someone else would outbid them",I feel like as long as they're all the same it doesn't matter,I don't really understand the % part.,59,32,2,40,10,,1,68,74,79,83,87,,4,0,48,55,14,66,1,40,40,11,.016949153,9,.11111111,16,1.4779920e-08,20.4,19.440001,18.799999,35.559998,36.200001,34.599998,1.6000004,1,0,0,0,,0,0,0,.11111111,0,-55,1.375,.31845373,11,40,4,0,0,0,,4.0073333,2.9338567,2.9673328,3.0155349,3.6888795,3.9318256,3.6888795,0,0,137.5,47,48.600002,3.6888795,3.9318256,4.3999996,-1.6000004,19.359997,16,4.3999996,19.359997,0,-1.6000004,48,0,0,0,-55,1,4,-87,0,11.125,1,1,1,11,0,1,0,2,5,10,44,1,20,,,,70,0,0,-15,19,.034375001,.27500001,.1,38.736206,18.615891,,,,,1.0866667,.031666666,.01000002,,,-.086666703,.031666666,.01000002,-1,1,1,38.736206,18.615891,4,1,1,.486,18.440001
61,3,2,1,35,34,25,35,39,36,33,37,39,40,49,cv,1,27,computer science,10,100,47,4,30,10,intuition,70,1,1,0,0,0,7,12,4,mean,mean,intuition,intuition,43,28,4,60,10,,2,65,70,67,80,85,,21,33,33,39,14,66,1,60,40,-3,.016393442,1,1,24,.000016208151,22.200001,20.76,19.800009,12.24,13.199991,10.799999,2.399992,0,1,0,1,,0,1,0,1,-3,0,.55000001,-.59783697,-3,40,4,1,1,0,,3.4965076,2.9856825,3.0330281,3.1000924,4.0943446,3.6109178,3.6888795,0,0,55,33.000015,34.599998,4.0943446,3.6109178,-1.7999992,-2.399992,3.2399971,24,-1.7999992,3.2399971,0,-2.399992,16,0,0,0,0,1,21,0,136,27.666666,1,18,1,28,0,0,0,20,136,15,20,4,30,,,,70,0,0,-37,33,.01375,-.075000003,.1,37.335133,17.901308,,,,,1.2333333,-.033333331,-.40333331,,,-.23333335,-.033333331,-.40333331,-1,1,1,37.335133,17.901308,4,1,1,.34600002,19.76
65,3,5,1,17,21,19,21,10,27,14,27,19,20,47,cv,1,24,Computer Science,10,100,24,4,0,10,"Lower than 40% prob bid 0 in all cases.   Higher prob, bid depends on selected values. Lower intervals are better as they have lower losses.",70,-1,-1,1,0,0,7,12,4,Small interval with higher probability of 70% for getting that value means I was willing to put in a large bid. But the higher the selected value was the higher my losses in case the outcome is 0. So I would reduce my bid in that case.,The profit is not worth the loss you would get if the outcome is 0 (since prob is only 25%),High prob high value.,Same as above,66,0,4,60,10,,4,65,70,74,79,82,,19,0,25,19,14,66,1,60,40,-13,.015384615,5,.2,24,.0024055026,16.200001,14.76,13.801443,-4.7600002,-3.8014431,-6.2000008,2.3985577,0,1,0,0,,0,1,0,.2,-13,0,.16666667,-1.7917595,-13,40,4,1,1,0,,2.3025851,2.6247733,2.6919208,2.7850113,4.0943446,3.2958369,3.6888795,0,0,16.666668,23.002405,24.6,4.0943446,3.2958369,-7.7999992,-2.3985577,60.839989,24,-7.7999992,60.839989,0,-2.3985577,1,0,0,0,0,1,19,0,67,24.791666,1,15,3,25,150,0,0,3,67,23,17,6,30,,,,70,0,0,-60,43,.0041666669,-.32499999,.1,26.204189,11.429619,,,,,.88333333,.20833331,.066666663,,,.11666667,.20833331,.066666663,1,1,1,26.204189,11.429619,4,1,1,.24600001,13.76
66,3,2,1,20,17,19,20,19,22,10,24,20,21,46,cv,0,21,Economics,10,5,47,4,24,10,I think most of them just tried to win each auction without considering the potential negative outcome,70,1,1,1,0,0,7,12,4,I chose them so there is sum pay off even if the selected value is the minimum of the range of the signal,Because the possibility of am positive pay off is 25%,The probability of actually winning the lottery is higher even if the value is uncertain you have a better chance of getting something,Still prefer a higher chance of pay off to a less likely but higher pay off,64,25,4,60,10,,1,60,65,70,75,80,,18,0,21,20,14,66,1,60,40,-16,.015151516,6,.16666667,24,.010780715,14.4,12.96,12.006469,-2.96,-2.0064688,-4.3999996,2.3935308,0,1,0,2,,0,1,0,.16666667,-16,0,.16666667,-1.7917595,-16,40,4,1,1,0,,2.3025851,2.4854455,2.5618677,2.6672282,4.0943446,3.1780539,3.6888795,0,0,16.666668,20.01078,21.6,4.0943446,3.1780539,-9.6000004,-2.3935308,92.160004,24,-9.6000004,92.160004,0,-2.3935308,1,0,0,0,0,1,18,0,12,22.5,1,13,2,23,0,0,0,10,12,19,2,2,20,,,,70,0,0,-60,46,.0041666669,-.40000001,.1,22.641207,9.5594711,,,,,.345,-.041666672,.155,,,.65499997,-.041666672,.155,1,1,1,22.641207,9.5594711,4,1,1,.21600001,11.96
71,3,5,1,65,66,5,70,49,73,71,74,65,66,51,cv,0,19,Finance,5,100,12,4,31,30,To choose a bid that is closest to the signal and not to stray too far away from it.,90,1,1,0,0,1,8,12,4,I chose these bids that are closer to the signal to minimize the risk of being the highest bidder and earning negative credits.   I also chose values that are in the lower bound to play it safe.,We are taking the Selected Value of both the signals given to the different participants and choosing which matrix has the best pay-off.,I have a greater probability of earning a value greater than 60 as opposed to a lower probability of earning 75.,I would bid for lottery A so that I can maximize my pay-off.,49,27,1,60,10,,3,62,71,72,77,82,,23,70,70,71,34,86,1,60,60,14,.014084507,1,1,36,3.2978458e-09,44.400002,42.959999,42,28.040001,29,26.599998,2.4000015,1,1,1,1,,0,1,1,1,14,-1,1.1833333,.16833527,14,60,4,1,1,1,,4.2626801,3.7376697,3.7602694,3.7932396,4.0943446,4.3040652,4.0943446,1,0,118.33333,70,71.599998,4.0943446,4.3040652,8.4000015,-2.4000015,70.560028,36,8.4000015,70.560028,0,-2.4000015,23,0,0,0,-1,1,23,0,0,22,1,12,3,22,0,1,0,15,5,11,10,3,20,,,,90,0,0,-19,16,.019722221,.23333333,.06666667,70.108574,39.806366,,,,,.38666666,.10333335,.11,,,.61333334,.10333335,.11,1,1,1,70.108574,39.806366,4,1,1,.71599996,41.959999
72,3,4,1,40,42,33,43,44,45,42,46,44,45,49,cv,1,27,computer science,10,100,47,4,30,30,intuition,90,1,1,0,0,0,8,12,4,mean,mean,intuition,intuition,65,28,1,60,10,,2,65,70,67,80,85,,21,0,42,44,34,86,1,60,60,-14,.013888889,2,.5,36,.0039660037,27.6,26.16,25.202379,15.84,16.797621,14.4,2.3976212,0,1,1,1,,0,1,1,.5,-14,0,.69999999,-.35667497,-14,60,4,1,1,1,,3.7376697,3.2269385,3.2642314,3.3178158,4.0943446,3.8286414,4.0943446,1,0,70,42.003967,43.599998,4.0943446,3.8286414,-8.3999996,-2.3976212,70.55999,36,-8.3999996,70.55999,0,-2.3976212,16,0,0,0,0,1,21,0,136,27.666666,1,18,1,28,0,0,0,20,136,15,20,4,30,,,,90,0,0,-48,44,.011666667,-.23333333,.06666667,41.65588,20.890141,,,,,1.2333333,-.033333331,-.40333331,,,-.23333335,-.033333331,-.40333331,-1,1,1,41.65588,20.890141,4,1,1,.43599999,25.16
73,3,3,1,7,72,65,75,76,77,39,77,76,77,36,cv,1,24,Electrical Engineering,10,100,47,4,12,30,Half the lower limit,90,1,1,1,0,0,8,12,4,"Going for a bid, halfway through the minimum limit of the selected value range.  For example, in a),  case 1(best case): if you are the highest bidder, and the selected value is 69, and it is drawn in lottery, we get 69-30=39 credits  case 2(worst case): if you are highest bidder and the selected value is anything, but you lose the lottery, we get -30 credits  case 3(neutral case): if we lose highest bid, 0 credits",Relative lower returns,A seems to give more certain returns,higher returns,40,8,1,60,10,,3,30,33,35,38,41,,8,75,75,76,34,86,1,60,60,17,.01369863,3,.33333334,36,7.3584888e-10,46.200001,44.759998,43.799999,-5.7599983,-4.7999992,-7.2000008,2.4000015,0,1,1,1,,0,1,1,.33333334,17,0,.64999998,-.43078294,17,60,4,1,1,1,,3.6635616,3.7796338,3.8013148,3.8329799,4.0943446,4.3438053,4.0943446,1,0,65,73,74.599998,4.0943446,4.3438053,10.200001,-2.4000015,104.04002,36,10.200001,104.04002,0,-2.4000015,5,0,0,0,0,1,8,0,139,27.791666,1,18,2,28,0,0,0,11,139,23,23,5,30,,,,90,0,0,-51,13,.010833333,.28333333,.06666667,72.593452,41.998196,,,,,.98000002,-.015000015,-.020000011,,,.019999981,-.015000015,-.020000011,1,1,1,72.593452,41.998196,4,1,1,.74599999,43.759998
75,3,3,1,78,81,80,84,85,84,6,86,85,86,43,cv,0,24,Math,5,5,47,4,25,30,"People seemed to go with numbers closer to the upper bound of the signal, resulting in many of them losing money.",90,1,1,0,0,0,8,12,4,"I chose a bid slightly lower than the minimum possible value to make sure I get a profit if I win. No earnings is better than losing money.  In higher numbers, I placed a low bid because there is a 25% chance that it could be 0. I am playing safe.",To get a profit if you win. No earnings is better than losing money.,Better bet is 75% of having something.,Better probability.,71,28,1,60,10,,3,60,65,70,30,30,,15,0,85,85,34,86,1,60,60,26,.013333334,5,.2,36,8.1745426e-12,51.599998,50.16,49.200001,-44.16,-43.200001,-45.599998,2.3999977,0,1,1,3,,0,1,1,.2,26,0,.1,-2.3025851,26,60,4,1,1,1,,1.7917595,3.8958936,3.9152179,3.9435217,4.0943446,4.4543471,4.0943446,1,0,10,82,83.599998,4.0943446,4.4543471,15.599998,-2.3999977,243.35995,36,15.599998,243.35995,0,-2.3999977,0,0,0,0,0,1,15,0,51,24.125,1,14,2,24,0,0,0,6,51,3,56,2,20,,,,90,0,0,-84,4,.0016666667,.43333334,.06666667,79.392723,48.765282,,,,,.7833333,.22333334,.16333333,,,.2166667,.22333334,.16333333,1,1,1,79.392723,48.765282,4,1,1,.83600003,49.16
75,3,4,1,47,47,42,49,50,52,52,55,50,51,51,cv,0,19,Finance,5,100,12,4,31,30,To choose a bid that is closest to the signal and not to stray too far away from it.,90,1,1,0,0,1,8,12,4,I chose these bids that are closer to the signal to minimize the risk of being the highest bidder and earning negative credits.   I also chose values that are in the lower bound to play it safe.,We are taking the Selected Value of both the signals given to the different participants and choosing which matrix has the best pay-off.,I have a greater probability of earning a value greater than 60 as opposed to a lower probability of earning 75.,I would bid for lottery A so that I can maximize my pay-off.,60,27,1,60,10,,4,62,71,72,77,82,,23,51,51,52,34,86,1,60,60,-5,.013333334,5,.2,36,.000044058317,33,31.559999,30.600027,20.440001,21.399973,19,2.3999729,1,1,1,1,,0,1,1,.2,-5,-1,.86666667,-.14310083,-5,60,4,1,1,1,,3.9512436,3.421001,3.4518905,3.4965076,4.0943446,4.0073333,4.0943446,1,0,86.666664,51.000046,52.599998,4.0943446,4.0073333,-3,-2.3999729,9,36,-3,9,0,-2.3999729,23,1,-1,-1,-1,1,23,0,0,22,1,12,3,22,0,1,0,15,5,11,10,3,20,,,,90,0,0,-38,35,.014444444,-.083333336,.06666667,51.834579,26.666262,,,,,.38666666,.10333335,.11,,,.61333334,.10333335,.11,1,1,1,51.834579,26.666262,4,1,1,.52599996,30.559999
75,3,5,1,20,51,55,51,0,53,44,57,55,56,48,cv,0,19,math and econ,5,100,16,4,30,30,other people seemed to go for highest bids,90,1,1,1,0,0,8,12,4,"tried to stay in a safe ish range, bid nothing if i felt like it was unlikely",it depends on how risk loving he is,higher probability,same as above,36,27,1,60,10,,4,62,67,72,77,0,,20,53,53,55,34,86,1,60,60,-3,.013333334,5,.2,36,.000016208151,34.200001,32.759998,31.800009,11.240002,12.199991,9.7999992,2.399992,0,1,1,1,,0,1,1,.2,-3,0,.73333335,-.31015491,-3,60,4,1,1,1,,3.7841897,3.4594665,3.4892082,3.5322256,4.0943446,4.0430512,4.0943446,1,0,73.333336,53.000015,54.599998,4.0943446,4.0430512,-1.7999992,-2.399992,3.2399971,36,-1.7999992,3.2399971,0,-2.399992,11,0,0,0,0,1,20,0,142,27.916666,1,18,1,28,150,0,0,5,142,15,45,4,30,,,,90,0,0,-46,33,.012222222,-.050000001,.06666667,53.964432,27.989109,,,,,1.1850001,.23333332,.13000005,,,-.18500006,.23333332,.13000005,-1,1,1,53.964432,27.989109,4,1,1,.54599994,31.759998
76,3,1,1,70,69,68,72,69,73,68,74,70,71,42,cv,1,25,Industrial Engineering,10,100,12,4,25,30,i have no clue,90,1,1,0,0,0,8,12,4,I want to win the auction so i choose the signal as it has a 755 chance of winning.,Because i want to loose the auction,More probability of wining,Same reason as above,48,22,1,60,10,,1,65,70,75,80,85,,14,72,72,70,34,86,1,60,60,14,.013157895,6,.16666667,36,3.2978458e-09,44.400002,42.959999,42,25.040001,26,23.599998,2.4000015,0,1,1,0,,0,1,1,.16666667,14,0,1.1333333,.12516314,14,60,4,1,1,1,,4.2195077,3.7376697,3.7602694,3.7932396,4.0943446,4.3040652,4.0943446,1,0,113.33334,70,71.599998,4.0943446,4.3040652,8.4000015,-2.4000015,70.560028,36,8.4000015,70.560028,0,-2.4000015,21,0,0,0,0,1,14,0,0,22,1,12,3,22,0,1,0,19,16,11,76,3,20,,,,90,0,0,-22,16,.018888889,.23333333,.06666667,70.108574,39.806366,,,,,.83333337,-.16666666,-.0033333302,,,.16666663,-.16666666,-.0033333302,1,1,1,70.108574,39.806366,4,1,1,.71599996,41.959999
79,3,2,1,70,79,80,83,86,84,66,84,86,87,40,cv,1,23,Theater,10,100,24,4,31,30,Bid high but not too.,90,0,0,0,0,1,8,12,4,Reasonable range.,Play it safe.,It's all probability.,Is there a science behind chance?,72,30,1,60,10,,1,66,73,73,80,85,,12,0,82,86,34,86,1,60,60,24,.012658228,9,.11111111,36,2.2220710e-11,50.400002,48.959999,48,37.040001,38,35.599998,2.4000015,1,1,1,0,,0,1,1,.11111111,24,-86,1.4333333,.3600027,24,60,4,1,1,1,,4.4543471,3.871201,3.8910036,3.9199913,4.0943446,4.4308167,4.0943446,1,0,143.33333,80,81.599998,4.0943446,4.4308167,14.400002,-2.4000015,207.36005,36,14.400002,207.36005,0,-2.4000015,44,0,0,0,-86,1,12,-53,0,15.375,1,5,3,15,0,1,0,28,10,23,32,6,30,,,,90,2,0,-4,6,.023888888,.40000001,.06666667,77.966728,47.236652,,,,,.8366667,.0033333302,.035000026,,,.1633333,.0033333302,.035000026,1,1,1,77.966728,47.236652,4,1,1,.81599998,47.959999
